neigh_name,neigh_number,year,week,min_temperature
SAO CRISTOVAO,10,2016,9,20.9565744876331
SAO CRISTOVAO,10,2016,10,22.2915065858233
SAO CRISTOVAO,10,2016,11,22.6874391874468
SAO CRISTOVAO,10,2016,12,22.4841762129762
SAO CRISTOVAO,10,2016,13,24.1249255956183
SAO CRISTOVAO,10,2016,14,24.1174892051168
SAO CRISTOVAO,10,2016,15,24.5628973560313
SAO CRISTOVAO,10,2016,16,24.4277116064972
SAO CRISTOVAO,10,2016,17,18.9842025225463
SAO CRISTOVAO,10,2016,18,17.5252793678961
SAO CRISTOVAO,10,2016,19,18.7493266788838
SAO CRISTOVAO,10,2016,20,19.0659455481469
SAO CRISTOVAO,10,2016,21,17.2595621494946
SAO CRISTOVAO,10,2016,22,20.3637991328866
SAO CRISTOVAO,10,2016,23,15.6650201199025
SAO CRISTOVAO,10,2016,24,13.9322255632905
SAO CRISTOVAO,10,2016,25,16.9541254252406
SAO CRISTOVAO,10,2016,26,17.5231753102859
SAO CRISTOVAO,10,2016,27,16.2497038622017
SAO CRISTOVAO,10,2016,28,17.2517147038433
SAO CRISTOVAO,10,2016,29,14.6423418180448
SAO CRISTOVAO,10,2016,30,17.4156617783084
SAO CRISTOVAO,10,2016,31,18.0856451320496
SAO CRISTOVAO,10,2016,32,15.8633513762808
SAO CRISTOVAO,10,2016,33,17.201305414127
SAO CRISTOVAO,10,2016,34,15.8801422641301
SAO CRISTOVAO,10,2016,35,19.026000493376
SAO CRISTOVAO,10,2016,36,20.4844281649178
SAO CRISTOVAO,10,2016,37,20.1152158470047
SAO CRISTOVAO,10,2016,38,18.1437208545558
SAO CRISTOVAO,10,2016,39,17.7550119070506
SAO CRISTOVAO,10,2016,40,17.0863708861419
SAO CRISTOVAO,10,2016,41,19.8764916737934
SAO CRISTOVAO,10,2016,42,21.6185985149905
SAO CRISTOVAO,10,2016,43,18.7754743884182
SAO CRISTOVAO,10,2016,44,19.6922385852582
SAO CRISTOVAO,10,2016,45,21.115787632263
SAO CRISTOVAO,10,2016,46,18.173287098335
SAO CRISTOVAO,10,2016,47,17.8191671162745
SAO CRISTOVAO,10,2016,48,19.7485870529456
SAO CRISTOVAO,10,2016,49,20.8298875822387
SAO CRISTOVAO,10,2016,50,19.3527008323323
SAO CRISTOVAO,10,2016,51,21.7566602915477
SAO CRISTOVAO,10,2016,52,24.7788411034103
MANGUEIRA,11,2016,9,20.9235324991585
MANGUEIRA,11,2016,10,22.0823606403765
MANGUEIRA,11,2016,11,22.5145747069516
MANGUEIRA,11,2016,12,21.9218700049484
MANGUEIRA,11,2016,13,23.7801979774041
MANGUEIRA,11,2016,14,23.7759784575957
MANGUEIRA,11,2016,15,24.3074072337995
MANGUEIRA,11,2016,16,24.3219161185983
MANGUEIRA,11,2016,17,18.7865662951856
MANGUEIRA,11,2016,18,17.3078244862088
MANGUEIRA,11,2016,19,18.5997243224048
MANGUEIRA,11,2016,20,19.0131461631812
MANGUEIRA,11,2016,21,17.1327827306439
MANGUEIRA,11,2016,22,20.1070035224138
MANGUEIRA,11,2016,23,15.4304726717166
MANGUEIRA,11,2016,24,13.6221641551529
MANGUEIRA,11,2016,25,16.7355930837701
MANGUEIRA,11,2016,26,17.272670286898
MANGUEIRA,11,2016,27,15.9807098033085
MANGUEIRA,11,2016,28,16.9856025914069
MANGUEIRA,11,2016,29,14.5776422840432
MANGUEIRA,11,2016,30,17.2177145159809
MANGUEIRA,11,2016,31,17.876290400784
MANGUEIRA,11,2016,32,15.5179815134667
MANGUEIRA,11,2016,33,16.8459168766713
MANGUEIRA,11,2016,34,15.5998158849782
MANGUEIRA,11,2016,35,18.7737257125914
MANGUEIRA,11,2016,36,20.503240239333
MANGUEIRA,11,2016,37,19.8878919236692
MANGUEIRA,11,2016,38,17.7849548776899
MANGUEIRA,11,2016,39,17.6117179329529
MANGUEIRA,11,2016,40,17.2151352869116
MANGUEIRA,11,2016,41,19.6448612959875
MANGUEIRA,11,2016,42,21.6045014573664
MANGUEIRA,11,2016,43,18.5788665670744
MANGUEIRA,11,2016,44,19.4634378576392
MANGUEIRA,11,2016,45,20.9992938719375
MANGUEIRA,11,2016,46,18.0012345615573
MANGUEIRA,11,2016,47,17.7181980593234
MANGUEIRA,11,2016,48,19.7446888808049
MANGUEIRA,11,2016,49,20.6346328643272
MANGUEIRA,11,2016,50,18.8114195352946
MANGUEIRA,11,2016,51,21.043675177379
MANGUEIRA,11,2016,52,24.123350395756
BENFICA,12,2016,9,20.9394372083836
BENFICA,12,2016,10,22.4188621943716
BENFICA,12,2016,11,22.6894236162604
BENFICA,12,2016,12,22.2406129609485
BENFICA,12,2016,13,23.8337539405145
BENFICA,12,2016,14,23.553633984605
BENFICA,12,2016,15,24.0582285003316
BENFICA,12,2016,16,24.0927648834912
BENFICA,12,2016,17,18.7649027255822
BENFICA,12,2016,18,17.3380042374466
BENFICA,12,2016,19,18.8031679512484
BENFICA,12,2016,20,18.98968434967
BENFICA,12,2016,21,16.9905587068923
BENFICA,12,2016,22,20.0956565516151
BENFICA,12,2016,23,15.5916004429759
BENFICA,12,2016,24,13.636141195172
BENFICA,12,2016,25,16.7689073596333
BENFICA,12,2016,26,17.3504823733101
BENFICA,12,2016,27,16.1588379380795
BENFICA,12,2016,28,17.0106485458053
BENFICA,12,2016,29,14.5883008921851
BENFICA,12,2016,30,17.1864053217279
BENFICA,12,2016,31,17.9562871394976
BENFICA,12,2016,32,15.6017601702312
BENFICA,12,2016,33,16.8726164375674
BENFICA,12,2016,34,15.5914244423333
BENFICA,12,2016,35,18.867970538752
BENFICA,12,2016,36,20.4226150043162
BENFICA,12,2016,37,19.9754101726587
BENFICA,12,2016,38,17.9423187263084
BENFICA,12,2016,39,17.5832790457582
BENFICA,12,2016,40,17.2450090592384
BENFICA,12,2016,41,19.6648426057959
BENFICA,12,2016,42,21.6232653361264
BENFICA,12,2016,43,18.6053676498186
BENFICA,12,2016,44,19.3472953705609
BENFICA,12,2016,45,20.9553767845013
BENFICA,12,2016,46,18.0999993810014
BENFICA,12,2016,47,17.5711093883495
BENFICA,12,2016,48,19.7389667796973
BENFICA,12,2016,49,20.6855733591079
BENFICA,12,2016,50,19.1074290105362
BENFICA,12,2016,51,21.6174552768532
BENFICA,12,2016,52,24.3062518315523
PAQUETA,13,2016,9,21.1258037748012
